CAZyme,ART45,ART46,ART47,ART48,ART49,ART50,CIGOMA4,CIGOMD18,DELGOM54,DELGOM55,DELGOM56,DELGOM57,DELGOM58,DELGOM59,DELGOM60,DSANT06,DSANT08,DSANT09,DSANT11,DSANT95,GBGOC44,GBGOC45,GBGOC47,GYRPAC92,HRSPAC47,KJGOM4,KJGOM5,KJGOM6,KOR52,KOR58,LOKART30,LOKART60,LOKART62,LOKART95,MARPAC23,SMMPAC33,SMMPAC46
GT84,1,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,2,0
GT87,3,3,3,0,2,1,0,0,0,0,0,2,1,3,2,1,6,1,9,1,5,8,6,0,1,1,3,3,6,1,3,3,14,2,0,12,3
GT89,11,22,16,1,2,2,9,6,0,0,2,2,1,0,0,4,5,1,11,0,20,13,15,0,2,5,1,1,12,0,7,5,16,5,3,30,3
GT9,12,34,20,9,3,8,20,9,6,3,2,10,3,3,4,5,12,4,7,4,22,14,29,3,0,10,13,8,13,3,20,15,29,22,5,36,10
GT90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,0,3,0
GT92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,4,10,2,0,1,0
GT94,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
GT96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PL1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,1,1,2,3,0,1,2,4,5,0,10,2
PL10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,3,0,4,3,5,5,1,5,0
PL10_1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,1,1,1,3,1,0,1,3,0,0,0,1,3,4,0,10,6,16,5,0,16,5
PL10_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,7,2,17,4,0,8,1
PL10_3,1,2,3,0,0,1,0,2,0,0,0,0,0,0,0,2,1,2,1,2,3,2,6,0,0,0,4,4,4,0,12,2,9,5,0,9,1
PL11,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,0,5,3,4,0,0,0,1,3,8,0,25,9,25,15,0,19,1
PL11_1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,3,3,1,9,3,13,6,0,10,1
PL11_2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,3,2
PL12,2,0,3,1,0,0,0,2,0,2,0,0,0,1,0,5,4,4,0,3,3,1,2,0,0,0,0,1,5,0,6,2,11,6,0,6,2
PL12_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1
PL12_3,3,4,6,0,2,1,0,1,0,1,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1,4,3,0,5,2
PL14,1,2,9,2,0,1,1,5,0,4,1,0,1,1,1,5,6,9,6,7,2,1,1,0,0,3,3,2,12,2,19,5,15,6,0,11,0
PL14_3,1,3,1,0,1,1,1,3,0,2,0,0,0,0,0,6,3,7,0,3,2,1,5,0,0,1,0,0,8,0,5,1,2,4,0,6,0
PL15,1,2,1,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,6,0,3,3,1,0,1,0,3,3,4,0,14,5,13,7,0,11,3
PL17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,7,3,1,3,0,0,0,0,1,7,1,4,0,3,2,0,2,0
PL17_2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,1,10,1,1,0,0,0,0,0,0,11,1,1,0,1,1,0,0,0
PL1_2,10,8,10,2,2,4,0,33,3,12,3,5,1,2,3,19,5,15,7,14,16,13,18,0,6,6,10,29,63,11,74,19,96,51,0,89,21
PL1_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PL2,0,0,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,11,5,19,7,0,18,5
PL20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
PL21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
PL21_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,1,0,0,0
PL22,2,2,2,2,1,3,0,2,0,0,0,0,0,1,1,1,0,1,2,0,0,0,1,0,1,0,0,0,4,0,1,2,4,2,3,4,2
PL22_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
PL24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
PL25,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,3,2,11,2,9,7,0,13,1
PL26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,1
PL27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PL29,2,1,2,0,0,0,0,2,0,0,0,1,0,0,0,10,3,12,5,3,7,3,7,0,0,0,0,3,10,5,12,2,14,7,0,8,3
PL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL31,6,14,7,3,4,5,1,5,0,2,0,0,1,0,1,3,4,6,2,11,1,2,3,1,1,1,4,4,12,1,8,2,13,7,1,13,4
PL33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0
PL33_1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,1,0,2,1,3,0,0,0,0,0,3,0,6,3,5,2,1,10,2
PL33_2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,2,2,0,10,4,12,3,0,4,0
PL34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,4,2,0,0,0
PL35,0,1,2,0,0,1,0,4,1,0,0,0,0,0,0,3,6,1,2,1,4,2,2,0,0,0,0,1,17,0,22,4,23,6,0,10,2
PL37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,1,0,1,0,0,0,0,0,3,1,4,0,1,3,0,3,0
PL38,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,11,6,13,3,3,3,4,8,0,0,0,2,3,34,8,10,2,11,10,0,10,5
PL39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,11,9,0,0,0,0,2,0,0,17,3,17,16,0,4,1
PL4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,3,0,0,1,0
PL40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,1,0,0,0,0,0,3,1,3,0,4,0,0,3,2
PL5,0,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
PL5_1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL6,6,5,1,0,1,1,1,0,0,0,0,0,0,0,2,14,13,28,5,14,4,3,5,0,0,0,3,4,26,2,7,1,6,4,0,2,0
PL6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,7,1,1,1,0,0,0,0,0,7,0,0,0,1,0,0,3,0
PL6_2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,1,0,0,0,1,0,0,0,1,0,0,0,2,1,1,2,0,1,0
PL6_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
PL7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,26,1,1,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0
PL7_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2
PL7_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PL7_5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,1,6,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0
PL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
PL8_2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PL8_3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,0,0,1,9,1,5,1,7,3,0,3,0
PL9,5,8,13,1,3,0,1,17,0,8,17,3,19,10,9,10,11,9,15,7,84,88,50,0,20,1,14,11,24,0,104,28,141,69,4,83,21
PL9_1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,1,0,0,0,0,0,4,0,3,1,0,1,2
PL9_2,3,7,1,0,1,2,0,9,2,2,6,2,6,11,8,7,1,10,4,6,29,32,64,0,12,2,9,3,12,0,26,11,42,16,0,40,12
PL9_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PL9_4,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3,6,3,13,1,9,5,10,0,1,0,0,2,7,0,2,2,9,2,0,5,2
SLH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,11,4,7,0,10,0,0,1,1,2,0,1,1,1,0,0,6
cohesin,0,0,0,0,0,0,0,0,0,0,9,0,9,9,11,0,0,1,0,0,26,24,8,0,18,0,1,0,0,1,0,0,4,0,0,14,5
