CAZyme,ART45,ART46,ART47,ART48,ART49,ART50,CIGOMA4,CIGOMD18,DELGOM54,DELGOM55,DELGOM56,DELGOM57,DELGOM58,DELGOM59,DELGOM60,DSANT06,DSANT08,DSANT09,DSANT11,DSANT95,GBGOC44,GBGOC45,GBGOC47,GYRPAC92,HRSPAC47,KJGOM4,KJGOM5,KJGOM6,KOR52,KOR58,LOKART30,LOKART60,LOKART62,LOKART95,MARPAC23,SMMPAC33,SMMPAC46
GH30_5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,6,2
GH30_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GH31,14,8,2,1,3,3,0,2,0,0,2,0,1,0,1,27,14,14,15,14,36,22,46,0,4,0,1,5,28,6,24,2,18,16,0,25,4
GH32,10,7,11,0,5,4,1,22,0,5,0,2,0,2,0,41,23,32,16,17,14,11,29,0,2,0,6,24,34,1,113,15,147,65,0,140,27
GH33,42,33,36,4,6,13,3,36,0,7,6,2,3,0,1,70,36,55,25,39,60,47,71,0,5,6,17,33,63,5,215,30,225,101,8,147,35
GH35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,2,1,0,4,5,7,5,0,0,0,1,3,4,1,5,1,7,3,0,5,0
GH36,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,6,1,2,13,4,12,0,0,0,1,4,12,0,20,7,25,11,0,11,4
GH37,6,3,1,0,1,2,3,0,1,0,0,2,0,0,0,4,4,7,3,4,1,1,6,0,0,4,3,1,6,1,6,2,4,0,1,4,2
GH38,3,4,1,1,0,0,0,8,1,4,3,1,1,0,1,30,21,19,7,3,24,14,36,0,4,1,5,5,28,0,38,5,36,12,0,51,11
GH39,3,4,0,0,0,1,0,16,0,3,13,1,17,21,17,2,10,4,13,5,166,140,106,0,3,1,6,6,37,1,42,28,90,27,1,88,18
GH4,2,7,1,0,2,0,0,20,4,17,7,9,6,4,4,10,5,0,9,3,16,18,26,0,3,0,7,15,19,0,40,18,83,27,2,63,24
GH42,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,5,3,4,2,0,13,14,6,0,0,0,3,3,14,1,10,3,12,8,0,10,1
GH43,0,1,2,0,0,1,3,2,3,1,0,0,0,0,0,0,0,1,2,0,3,4,17,0,0,2,2,1,5,0,21,3,17,9,0,17,1
GH43_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_10,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,2,1,0,3,4,0,0,3,0,0,0,2,3,13,1,0,1,4,0,0,17,4
GH43_11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0
GH43_12,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,19,5,10,1,6,0,0,0,0,0,0,2,0,17,6,0,0,1,0,0,4,3
GH43_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GH43_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,3,0,0,0,2,1,7,0,0,0,1,0,0,3,3
GH43_18,1,0,0,0,1,0,0,4,0,1,0,1,0,0,0,7,7,9,4,1,2,1,12,0,0,0,0,3,17,0,11,4,14,7,0,20,5
GH43_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GH43_2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,4,0,0,0,0,0,7,2,2,0,1,0,0,4,3
GH43_20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0
GH43_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_24,5,7,2,2,5,5,0,1,0,0,1,1,0,0,0,3,1,4,0,3,1,0,4,0,1,0,1,4,6,0,8,0,11,3,0,13,4
GH43_26,6,0,2,0,0,2,0,2,0,0,0,0,0,0,0,3,1,0,1,2,1,0,6,0,0,0,1,0,5,1,4,0,2,1,0,11,2
GH43_28,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,1,3,6,0,2,0,10,4,1,9,2
GH43_29,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,2,3,0,0,2,0,0,0,0,2,13,1,6,0,6,4,1,19,3
GH43_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,2,0,0,1,1,0,2,0,3,1,0,3,4
GH43_30,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_31,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,7,44,0,0,0,0,0,2,2,8,2,2,1,0,8,0
GH43_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1,0
GH43_33,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,3,6,5,17,0,0,0,0,0,0,0,4,0,2,2,0,9,0
GH43_34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,3,3,3,4,0,0,0,1,1,8,1,5,2,3,3,0,3,0
GH43_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,3,1,0,0,1,1,0,2,0
GH43_5,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,7,1,7,0,8,7,0,14,3
GH43_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,3,0,3,1
GH44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,0,3,0
GH45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GH46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GH47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0
GH49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
GH5,5,8,6,1,1,1,2,11,0,5,0,0,2,0,1,3,1,2,2,8,50,44,84,0,3,2,1,7,10,0,37,17,47,14,1,51,5
GH50,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,8,2,5,5,2,6,2,9,0,0,0,1,6,21,2,30,7,28,22,0,27,1
GH51,4,2,2,1,0,0,0,8,1,2,0,1,3,0,0,9,9,8,5,7,27,22,32,0,3,0,5,8,28,3,39,14,61,35,0,50,13
GH52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GH53,2,3,2,0,1,1,0,4,0,3,2,0,0,1,0,20,12,25,5,6,12,7,16,0,1,0,3,3,12,2,11,1,16,5,0,21,5
GH54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GH55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9,1,5,1,2,4,0,2,0
GH57,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,3,3,2,5,33,21,8,0,1,0,1,2,3,0,5,5,7,2,0,8,3
GH59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,2,0,2,0
GH5_1,2,0,1,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,2,0
GH5_10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,4,0,1,1,0,4,0
GH5_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
GH5_13,7,5,2,1,2,0,0,9,1,2,0,3,0,0,1,7,7,14,5,4,5,6,24,0,0,0,3,7,7,2,47,6,38,21,1,29,9
GH5_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH5_19,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GH5_2,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,5,2,4,0,7,1,0,12,0,3,0,1,5,5,1,8,0,7,4,0,3,1
GH5_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH5_22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,4,2,0,0,1,0,0,0,7,0,2,0,1,0,0,3,3
GH5_24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH5_25,2,2,0,1,2,1,0,0,0,2,0,0,0,0,0,5,4,5,1,3,11,10,18,0,0,0,1,1,19,0,10,1,12,8,0,10,2
GH5_26,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,5,4,3,0,1,3,2,2,0,0,0,0,1,9,1,4,0,4,2,0,8,0
GH5_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
GH5_28,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6,2,5,5,11,4,11,0,2,0,0,0,10,0,8,0,1,3,0,5,2
GH5_29,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
GH5_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH5_34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,2,1,1,0,0,0,1,0,0,1,1
GH5_36,2,1,1,0,1,1,0,7,0,3,0,1,0,1,0,7,4,3,3,1,5,2,4,0,0,0,7,6,10,1,7,4,9,7,0,18,5
GH5_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GH5_38,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,3,2,2,1,0,2,0,7,0,0,0,0,1,13,0,4,0,1,0,0,4,2
GH5_39,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7,5,6,0,0,0,1,3,3,0,1,3,6,4,0,3,0
GH5_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,4,1,0,1,0,2,0,0,0,1,0,0,0,2,0,0,1,0
GH5_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,1,1,0,2,0
GH5_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,0,0,0,0,2,0,0,0,0,0,0,8,0
GH5_42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
GH5_43,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GH5_45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH5_46,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4,6,2,1,12,9,20,0,1,0,2,5,18,0,3,1,2,0,0,1,0
GH5_47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0
GH5_48,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,10,9,8,0,0,0,1,1,4,0,4,3,7,4,0,3,1
GH5_5,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,3,0,2,1,0,2,0
GH5_54,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0
GH5_55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH5_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GH5_7,1,0,1,0,0,0,0,2,0,1,1,0,2,1,1,1,0,0,4,4,4,5,2,0,2,1,0,0,0,0,5,7,15,5,0,10,4
GH5_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
GH62,1,2,2,0,0,0,1,10,0,1,2,1,0,0,0,1,1,1,1,0,0,0,4,1,0,1,4,8,6,0,9,8,22,10,0,22,6
GH63,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,3,4,1,7,8,6,0,2,0,0,0,1,0,2,1,6,3,0,9,0
GH64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,1,0,0,0,10,2,6,3,0,0,0
GH65,4,2,2,0,0,1,0,0,0,1,0,0,0,0,0,5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,0
GH66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0
GH67,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,7,2,8,1,0,4,0
GH71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GH73,94,98,39,12,18,44,11,2,0,1,1,0,2,1,2,60,43,51,21,47,26,19,126,2,24,9,4,3,68,17,9,2,20,9,1,71,21
GH74,17,17,12,2,5,3,7,11,1,5,0,5,0,0,0,15,14,29,3,4,15,11,31,2,1,8,8,5,31,3,7,7,25,14,8,24,6
GH75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GH76,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,5,6,0,1,0,0,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0
GH77,3,6,3,0,3,2,2,0,1,0,0,1,0,0,0,1,4,1,5,7,4,1,1,1,0,1,2,1,5,0,3,0,1,2,1,10,1
GH78,4,5,1,0,0,1,1,4,0,0,1,0,0,0,0,47,22,18,3,9,35,19,68,0,2,0,4,2,37,2,82,9,72,28,0,62,9
GH79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0
GH8,5,4,0,0,2,0,2,0,1,0,0,2,0,0,0,1,1,1,0,7,18,12,23,0,2,1,5,2,4,1,9,3,11,6,1,6,0
GH81,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,0,1,0,3,3,2,0,1,1,0,1,0
GH82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
GH84,0,4,4,1,1,0,0,2,0,0,0,1,0,0,0,0,2,0,2,4,3,3,10,0,0,0,2,0,2,1,1,1,2,1,1,4,0
GH85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,4,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1
GH86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0
GH87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH88,4,0,5,0,0,2,0,1,0,0,0,1,0,1,1,20,7,8,1,14,5,3,8,0,0,1,1,3,19,1,21,2,17,11,0,10,1
GH89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,5,4,6,0,1,0,0,1,1,0,4,2,9,3,0,9,1
GH9,4,2,1,1,0,0,1,6,2,0,0,1,0,0,0,35,19,21,4,14,10,10,27,0,5,1,2,1,35,4,23,0,33,7,1,18,3
GH92,10,4,2,1,0,2,0,2,0,0,0,0,0,0,0,81,35,30,8,18,46,21,92,0,10,0,1,4,26,0,59,5,27,14,0,31,7
GH93,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,3,14,0,0,0,1,3,0,0,6,0,4,0,0,6,1
GH94,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1
GH95,7,9,4,0,3,3,0,11,0,4,0,0,0,0,0,56,33,32,13,13,18,11,25,0,3,0,9,13,54,3,140,15,111,60,0,96,15
GH96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,3,1,0,3,1,2,3,0,3,0
GH97,14,4,1,3,2,1,0,8,0,6,1,1,1,1,2,43,23,30,7,11,30,20,57,0,5,0,6,5,57,5,22,9,33,17,0,44,9
GH98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GH99,0,1,6,2,0,1,0,12,0,2,7,0,2,3,1,7,8,3,17,2,43,37,33,0,0,2,5,7,17,1,27,7,52,24,1,38,13
GT1,0,3,4,0,3,1,1,4,0,1,1,0,0,1,0,2,1,0,3,1,4,3,7,0,2,1,1,0,1,4,1,0,4,2,0,9,2
GT10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,19,2,0,2,0
GT102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GT104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GT107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GT11,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,10,1,5,0,0,8,0
GT14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
GT17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,10,13,4,0,1,0
GT19,3,4,4,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,2,1,0,3,1,1,3,0
GT20,0,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0
GT21,2,1,6,3,1,1,5,1,0,0,1,0,1,0,0,1,0,0,1,1,8,5,3,3,1,4,5,3,5,0,16,4,13,9,1,15,4
GT22,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,5,0,0,1,1,1,2,0,0,0,1,0,0,2,0
GT23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,8,0,0,0
GT25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,7,0,21,3,0,12,1
GT26,3,7,4,2,2,4,1,3,0,1,1,1,0,0,1,1,2,2,1,4,2,4,3,1,0,2,1,1,4,2,7,0,14,1,0,4,4
GT27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
GT28,59,64,42,22,18,24,25,21,4,7,3,10,6,11,7,9,18,23,22,37,31,25,40,8,11,14,17,4,35,12,33,12,53,30,6,52,19
GT29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1
GT2_Glyco_tranf_2_3,10,17,9,1,3,4,4,3,0,0,0,0,2,1,1,5,6,5,11,15,11,7,5,2,0,6,4,2,18,6,9,5,13,5,4,6,1
GT2_Glyco_tranf_2_4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT2_Glyco_tranf_2_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
GT2_Glyco_trans_2_3,3,2,2,2,1,0,0,0,0,0,0,1,2,0,0,2,0,0,1,3,5,4,4,0,1,1,0,2,3,0,2,0,3,0,0,3,1
GT2_Glycos_transf_2,119,158,131,45,43,48,34,42,22,29,24,22,19,17,17,46,33,48,36,58,80,67,95,21,18,55,38,31,103,21,244,46,313,181,23,125,33
GT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT30,58,70,46,16,19,20,23,17,9,4,7,5,4,3,4,7,15,16,17,20,18,13,23,4,3,8,11,9,26,15,12,6,31,20,10,29,12
GT31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GT32,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,37,0,51,41,0,14,0
GT35,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0
GT39,4,11,19,2,9,8,2,3,0,3,4,2,1,3,7,0,2,0,2,3,44,32,17,0,1,5,2,8,6,0,14,8,36,14,0,20,6
GT4,107,140,138,35,40,52,55,55,23,41,34,40,33,33,31,26,36,41,36,51,135,105,115,19,27,49,46,39,108,21,202,68,265,138,19,167,53
GT41,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
GT47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,0,0,0
GT5,4,1,3,0,3,2,1,1,0,0,0,0,0,0,0,0,3,4,3,4,6,12,13,0,0,0,1,0,1,1,11,2,6,2,2,12,2
GT51,159,172,147,40,53,77,77,38,10,25,16,25,11,16,16,66,56,91,52,138,72,67,128,12,34,61,54,36,164,34,91,25,122,54,15,133,50
GT53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GT55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0
GT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,23,16,0,0,0
GT60,1,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,1
GT66,28,34,26,14,4,10,6,3,0,1,0,0,3,4,5,1,1,1,1,3,30,38,11,1,8,8,3,5,2,0,12,13,12,8,7,22,5
GT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GT71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GT73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT74,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,37,21,0,0,0
GT75,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
GT76,1,3,1,0,0,0,2,0,0,0,1,0,1,1,0,0,1,1,2,2,6,5,1,0,0,2,0,1,1,0,5,0,5,4,0,3,0
GT77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GT8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0
GT81,0,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,2,3,1,1,1,1,1,0,1,2,0,0,2,0,2,0,1,3
GT83,46,62,65,4,12,17,43,32,6,15,22,8,24,22,32,38,36,31,72,29,267,233,229,3,18,21,37,22,92,13,127,58,256,101,18,198,45
