CAZyme,ART45,ART46,ART47,ART48,ART49,ART50,CIGOMA4,CIGOMD18,DELGOM54,DELGOM55,DELGOM56,DELGOM57,DELGOM58,DELGOM59,DELGOM60,DSANT06,DSANT08,DSANT09,DSANT11,DSANT95,GBGOC44,GBGOC45,GBGOC47,GYRPAC92,HRSPAC47,KJGOM4,KJGOM5,KJGOM6,KOR52,KOR58,LOKART30,LOKART60,LOKART62,LOKART95,MARPAC23,SMMPAC33,SMMPAC46
PL3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PL31,17,36,26,9,8,14,2,13,3,6,6,7,2,2,1,5,10,15,8,16,6,3,5,2,1,5,14,12,28,5,15,2,30,12,1,29,11
PL33,2,3,3,1,0,2,0,7,5,3,7,6,6,4,3,7,6,4,8,0,3,2,2,1,0,0,2,2,5,0,13,21,27,11,1,22,3
PL33_1,10,16,28,5,5,3,2,16,5,13,6,7,5,6,3,32,22,13,14,3,16,13,28,5,1,1,11,13,42,2,12,12,29,17,1,62,18
PL33_2,7,11,13,0,3,4,0,27,5,13,17,7,14,7,8,18,20,9,19,1,23,8,7,2,1,0,12,18,27,0,32,29,64,29,0,64,20
PL34,3,4,6,2,0,0,0,19,5,14,8,10,7,4,6,4,7,4,6,1,14,10,5,1,1,0,5,16,2,0,20,9,37,18,0,31,6
PL35,44,51,27,7,10,22,2,46,22,35,25,30,19,15,20,51,41,61,44,6,35,27,31,0,5,6,41,62,134,14,70,36,131,73,1,134,64
PL37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,6,1,5,7,3,3,0,0,1,0,1,8,4,6,0,6,3,1,10,3
PL38,25,27,19,4,5,6,1,5,1,14,9,6,9,4,3,62,39,83,15,7,9,4,17,1,1,0,9,14,125,17,30,7,40,23,1,65,22
PL39,1,0,1,0,0,0,1,1,0,1,2,0,2,2,2,0,1,1,1,0,18,20,14,0,1,0,0,2,2,0,27,6,39,28,0,9,4
PL3_1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,2,0,0,0,7,1,10,2,0,6,1
PL40,7,6,1,0,0,1,0,1,0,0,0,0,1,0,1,7,5,3,2,1,7,4,2,0,0,0,0,0,15,1,4,1,8,3,0,17,2
PL4_4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PL5,2,8,6,1,3,2,4,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,3,0,4,3,0,5,1,1,1,4,4,1,0,0
PL5_1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PL6,26,22,28,3,4,7,1,2,2,3,0,0,1,1,2,53,36,71,20,21,7,5,11,0,0,0,8,13,79,5,16,2,19,23,0,24,7
PL6_1,9,4,13,0,1,2,0,0,0,0,1,2,0,0,0,27,14,40,4,15,1,1,2,3,0,1,0,1,78,4,0,0,2,6,1,5,0
PL6_2,3,5,7,1,1,1,0,6,0,0,1,1,0,0,0,12,4,8,2,0,1,2,3,0,1,0,4,5,14,0,8,2,12,5,0,10,5
PL6_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
PL7,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,32,16,56,4,4,0,1,1,0,0,0,0,0,22,0,1,0,1,0,0,3,2
PL7_1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL7_3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,5,2
PL7_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PL7_5,6,3,1,0,1,2,0,0,0,0,0,0,0,0,0,22,25,41,4,12,0,0,0,0,0,0,0,0,51,4,0,0,0,0,0,2,0
PL8,7,1,1,0,0,2,0,2,1,3,2,0,1,3,3,1,1,1,1,3,5,5,3,0,2,0,0,1,2,0,0,1,11,1,0,10,3
PL8_2,9,14,4,3,2,5,0,2,1,2,2,2,1,2,1,5,5,17,12,4,6,1,8,1,0,1,0,2,5,1,1,4,10,1,0,16,3
PL8_3,36,32,25,2,3,8,2,15,5,7,8,9,0,5,3,35,28,25,21,4,17,7,29,2,2,5,10,22,87,3,17,6,44,27,4,57,19
PL9,22,24,24,3,4,6,5,24,2,17,32,5,41,33,21,18,20,15,23,10,139,147,91,2,40,4,22,26,49,4,161,48,221,107,5,195,52
PL9_1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,4,2,1,1,0,1,0,2,2,10,2,7,1,12,4,0,4,4
PL9_2,10,22,22,3,6,11,5,20,5,11,14,7,19,23,15,17,9,26,17,12,84,75,103,3,29,6,20,20,28,1,60,22,86,31,5,110,24
PL9_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0
PL9_4,13,22,11,4,4,2,1,7,1,3,8,4,7,6,7,11,20,12,29,3,17,11,25,3,5,1,7,16,18,0,5,8,22,5,1,27,11
SLH,6,2,2,0,0,0,0,0,1,1,0,0,0,0,0,2,3,2,0,16,29,27,22,0,11,0,5,4,3,3,0,2,1,4,0,2,6
cohesin,5,1,0,0,0,3,0,2,0,1,25,0,25,25,33,0,0,1,1,0,50,42,16,0,30,0,3,3,2,1,1,4,9,1,0,32,16
