CAZyme,ART45,ART46,ART47,ART48,ART49,ART50,CIGOMA4,CIGOMD18,DELGOM54,DELGOM55,DELGOM56,DELGOM57,DELGOM58,DELGOM59,DELGOM60,DSANT06,DSANT08,DSANT09,DSANT11,DSANT95,GBGOC44,GBGOC45,GBGOC47,GYRPAC92,HRSPAC47,KJGOM4,KJGOM5,KJGOM6,KOR52,KOR58,LOKART30,LOKART60,LOKART62,LOKART95,MARPAC23,SMMPAC33,SMMPAC46
AA10,7,6,2,7,5,5,0,0,0,0,0,0,0,0,0,0,3,5,0,2,0,0,2,0,0,2,0,0,3,2,4,0,2,0,0,1,0
AA12,75,79,62,6,15,26,20,6,2,1,0,3,0,0,0,16,11,25,3,24,1,1,1,0,1,22,21,7,34,9,26,3,11,5,23,10,2
AA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0
AA1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AA1_2,3,7,1,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,4,1,4,0,0,0,0,0,0
AA1_3,8,7,3,4,5,3,4,5,0,0,0,0,0,0,0,1,1,1,1,18,3,2,1,2,0,3,0,0,5,2,1,1,2,1,3,0,1
AA2,56,67,26,15,24,31,5,6,2,3,1,3,1,0,0,27,38,52,22,36,2,3,3,1,2,10,6,6,110,40,7,5,10,5,6,15,1
AA3,122,187,170,19,36,67,52,27,1,1,7,4,3,4,1,88,87,105,81,115,49,30,94,0,36,37,51,9,135,34,102,16,62,25,52,95,20
AA3_1,2,3,3,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,0,1,0
AA3_2,691,880,635,201,208,272,211,9,7,0,1,23,0,0,0,100,115,221,30,284,4,1,16,30,17,204,68,0,278,123,53,0,34,33,96,37,10
AA3_4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AA4,203,291,183,44,57,81,90,187,17,84,63,37,46,41,40,44,113,88,123,134,392,334,384,12,86,66,92,88,248,78,250,216,480,244,45,805,319
AA5,2,4,11,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,3,1,0,1,2,3,1,4,2,3,0,0
AA5_2,5,8,4,0,2,4,0,0,0,0,0,0,0,0,0,4,0,10,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
AA6,503,576,404,202,185,226,122,307,72,185,110,119,100,65,88,89,152,125,124,142,259,245,209,46,66,135,124,193,475,174,273,322,700,364,51,540,250
AA7,771,972,841,246,335,422,290,109,37,38,12,75,9,0,8,95,124,146,104,144,40,20,52,48,15,371,140,39,322,150,129,21,126,79,121,173,48
CBM11,16,8,1,0,3,4,0,1,1,1,1,1,0,0,0,2,3,11,2,3,5,7,2,0,0,0,0,2,37,15,2,0,0,0,0,6,1
CBM12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
CBM13,15,24,7,5,4,6,1,7,1,3,33,2,29,35,20,9,10,11,8,34,16,13,51,0,26,0,2,1,38,4,5,3,7,5,2,28,6
CBM16,11,14,9,3,3,6,0,8,4,7,3,3,0,2,4,29,10,13,6,3,33,33,16,0,1,2,7,12,18,1,22,5,44,19,0,38,13
CBM2,6,7,7,3,2,6,0,0,0,1,0,0,0,0,0,0,2,0,2,2,3,2,16,0,2,2,1,0,3,12,35,2,14,5,1,16,2
CBM20,7,5,2,0,0,1,2,3,0,0,8,0,6,4,4,2,1,5,12,3,7,6,22,0,5,1,2,1,36,2,3,0,1,1,0,2,5
CBM21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CBM22,3,3,1,1,1,1,0,6,1,3,0,3,1,1,0,4,1,2,1,5,5,4,8,1,0,0,1,4,5,1,9,4,16,8,0,12,5
CBM23,0,2,0,0,0,0,0,1,0,1,4,0,3,4,8,0,0,0,0,4,9,13,12,0,11,1,0,1,2,0,2,1,3,1,0,10,5
CBM25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,6,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1
CBM26,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,1,3,14,0,4,0,0,0,1,1,0,0,0,0,0,0,0
CBM27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CBM3,0,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,9,3,0,3,0
CBM30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
CBM32,121,126,80,15,24,40,12,103,37,73,62,41,52,49,71,105,86,136,79,87,166,161,187,6,119,7,60,134,183,22,276,74,410,220,8,463,224
CBM34,0,0,0,0,0,0,0,0,1,8,6,1,9,7,6,4,2,0,0,27,8,4,15,0,20,0,0,2,0,0,3,0,2,1,0,7,2
CBM35,23,27,10,1,4,7,2,13,5,3,2,2,3,2,2,33,22,15,8,7,10,7,17,2,5,1,5,16,40,12,26,4,32,25,0,45,13
CBM35inCE17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,7,1,2,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CBM38,69,125,86,17,16,27,10,68,34,65,22,29,17,10,15,26,24,48,67,11,83,63,186,9,12,18,34,79,93,7,89,28,161,92,11,285,78
CBM39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM4,48,46,25,10,7,16,0,61,11,35,19,17,18,12,17,70,49,56,22,14,48,38,85,5,47,3,50,88,80,13,32,33,119,56,5,183,69
CBM40,0,0,3,0,0,0,0,1,1,0,1,2,0,0,0,1,2,2,2,0,2,2,6,0,2,2,0,5,4,1,8,1,5,2,0,6,1
CBM41,14,8,0,5,1,3,0,12,6,12,19,10,7,6,8,1,5,5,8,20,11,10,37,0,21,0,0,2,76,16,2,0,1,0,0,45,11
CBM42,6,3,3,0,2,3,0,2,1,1,5,2,4,5,7,2,4,3,3,0,0,0,3,1,8,1,0,0,10,1,2,0,0,1,0,12,5
CBM44,224,217,123,50,58,92,66,283,44,249,310,86,370,330,323,38,77,63,92,22,783,763,262,18,244,51,74,69,301,59,117,126,233,138,14,575,255
CBM45,1,1,0,1,0,1,0,7,0,2,1,1,1,2,1,0,1,0,3,0,0,0,1,0,3,0,4,2,1,0,0,0,0,0,0,2,5
CBM46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CBM47,86,133,86,20,13,35,9,36,14,22,8,22,5,4,4,54,29,80,25,25,19,19,23,10,3,18,27,42,74,7,84,8,108,54,6,105,34
CBM48,391,349,230,64,117,159,36,73,20,22,23,44,14,12,13,114,120,172,100,250,86,74,146,20,47,63,37,26,444,138,91,21,98,45,22,164,57
CBM5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CBM50,215,218,133,55,67,104,32,55,26,94,95,52,109,98,93,53,60,60,59,37,291,235,211,20,20,44,45,45,212,65,58,42,118,42,30,226,105
CBM51,81,159,139,27,22,41,21,116,29,71,43,60,27,30,34,42,29,74,90,27,125,113,109,22,3,35,49,52,70,3,177,61,249,114,16,241,45
CBM53,0,0,0,0,0,0,0,0,0,2,1,0,2,2,1,1,1,2,2,0,8,10,12,0,0,0,1,0,0,0,1,0,1,1,0,7,2
CBM54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,3
CBM56,2,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CBM57,248,358,265,67,92,135,66,95,30,67,30,50,32,16,35,171,100,225,98,116,163,124,152,25,18,103,64,51,198,79,136,94,297,119,14,243,81
CBM6,94,93,52,12,23,31,13,17,13,9,6,19,5,6,2,155,88,124,68,17,32,22,84,3,12,21,21,35,123,38,42,6,50,25,3,110,44
CBM60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
CBM61,1,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,3,3,3,13,0,2,0,0,2,2,1,4,0,0,1,0,6,2
CBM62,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0
CBM63,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,2
CBM64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CBM65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM66,46,62,56,13,7,17,10,50,13,19,25,13,22,14,21,14,11,12,18,6,101,97,89,1,18,29,54,34,52,1,62,42,111,70,4,129,55
CBM67,299,307,225,58,67,135,38,183,70,137,67,92,58,43,39,367,231,259,182,63,308,215,557,22,26,35,111,183,510,50,407,162,679,299,24,992,339
CBM68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0
CBM69,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,5,2,0,0,0,0,0,0,0
CBM70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CBM71,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
CBM73,3,5,2,2,3,3,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,2,0,0,0,0,4,0,3,1,0,0,0
CBM74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM8,3,4,2,0,1,2,0,0,0,1,1,1,3,2,1,0,4,1,7,0,6,5,5,1,2,0,1,0,4,0,1,3,7,0,0,9,2
CBM82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM85,7,6,2,2,0,0,0,11,8,3,3,4,1,1,0,19,6,15,3,1,8,8,18,0,1,0,3,9,17,5,8,5,12,9,0,12,6
CBM86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBM87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CBM9,736,991,800,176,218,351,113,275,40,179,116,118,93,83,85,417,369,405,224,112,501,356,565,38,46,222,243,198,613,80,358,258,882,368,147,952,325
CE1,2135,2554,1913,528,617,970,330,367,114,219,177,217,140,117,125,888,759,1077,587,761,479,356,925,118,138,432,412,340,1641,341,660,179,945,487,277,2023,630
CE11,1219,1318,1041,444,455,582,319,306,137,179,122,230,88,100,117,291,269,324,197,208,420,361,685,152,80,332,299,223,717,191,349,194,657,394,154,775,295
CE12,45,37,24,7,9,19,0,2,0,1,2,2,0,1,0,25,16,29,18,22,13,9,17,1,0,1,1,1,42,9,21,3,24,9,0,31,9
CE13,80,105,61,14,18,33,6,1,1,0,0,1,0,0,0,7,20,19,25,5,2,1,0,2,1,17,5,1,75,18,2,0,5,2,4,23,11
CE14,532,734,761,143,193,260,309,435,124,345,202,231,157,116,160,276,256,360,221,417,363,346,405,123,89,263,356,317,755,83,677,478,1181,569,139,1275,373
CE15,135,201,176,37,44,72,23,89,17,53,26,27,18,10,15,113,84,120,88,45,69,52,78,18,7,42,72,114,218,13,155,54,241,123,26,340,135
CE16,45,55,27,6,11,17,3,1,0,0,0,1,0,0,0,11,10,18,7,32,10,6,16,0,4,8,3,0,42,16,4,0,3,7,1,4,6
CE17,11,16,15,0,3,9,0,9,1,6,4,3,3,1,2,30,12,20,16,23,13,4,38,1,0,0,1,3,15,0,14,0,22,13,0,28,7
CE18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CE2,37,56,33,10,8,28,0,4,1,2,7,9,0,0,0,37,18,14,12,23,13,15,40,1,3,12,8,9,30,11,18,2,16,14,2,64,15
CE3,105,127,77,21,31,66,9,33,7,22,14,23,22,19,25,170,99,173,77,48,77,53,131,11,25,15,37,24,203,16,67,18,120,55,15,196,98
CE4,1475,1859,1681,375,428,629,385,349,175,247,277,285,268,253,251,414,423,512,392,615,931,847,1185,205,227,535,510,396,1322,159,866,457,1596,713,197,1563,539
CE5,5,8,8,2,6,6,3,0,0,0,0,0,0,0,0,2,2,3,0,7,0,0,0,1,0,4,0,0,0,0,4,0,6,3,1,14,2
CE6,36,80,42,10,22,38,7,10,1,7,3,6,1,4,1,62,23,78,19,20,16,17,26,3,4,8,4,13,67,8,27,9,41,20,3,47,19
CE7,101,126,126,21,21,42,33,35,18,25,45,15,27,27,33,85,64,66,49,49,120,82,140,21,29,47,45,59,115,11,106,69,214,84,26,273,127
CE8,5,4,4,0,0,3,0,2,0,7,12,1,4,7,4,0,1,0,3,10,21,18,3,0,5,0,1,0,34,7,5,6,6,0,1,26,3
CE9,177,221,163,40,65,94,75,104,19,94,75,34,55,53,42,119,114,116,87,189,235,206,229,8,50,42,64,88,148,30,268,155,564,251,21,374,143
GH1,99,122,110,23,42,51,36,59,5,51,38,14,39,38,32,69,82,88,72,271,202,169,158,1,19,21,36,42,122,22,225,41,317,178,6,256,89
GH10,60,87,68,17,23,25,11,112,29,62,31,41,20,11,17,163,99,165,55,73,91,74,81,3,19,11,83,102,240,41,132,59,243,142,6,298,97
GH100,7,8,3,3,2,2,0,2,0,0,0,0,0,0,0,1,4,0,2,7,6,9,3,0,1,1,4,2,36,11,7,1,6,5,1,4,2
GH101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,1,0
GH102,242,258,183,77,82,104,125,94,39,48,34,67,33,26,24,55,58,65,53,67,79,77,195,42,45,99,83,57,193,68,70,61,158,101,45,238,95
GH103,867,858,552,253,272,391,151,90,33,45,17,64,13,12,17,151,168,218,70,312,101,69,239,63,80,154,82,35,448,179,100,28,165,110,86,188,69
GH104,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,13,1,0,2,2,0,11,5
GH105,115,114,75,15,18,36,20,29,13,22,8,16,11,4,7,105,77,105,40,40,35,29,99,6,5,21,31,65,230,27,85,22,145,71,12,188,87
GH106,49,52,26,1,4,15,0,34,3,7,4,2,1,2,3,167,65,85,34,10,110,59,158,0,8,2,12,34,200,8,193,35,222,114,0,351,97
GH107,4,4,5,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,2,4,0,3,0,5,1,0,2,0
GH108,73,59,69,20,7,15,9,28,12,9,1,11,7,4,3,5,11,17,16,53,25,31,80,10,16,12,32,35,37,23,289,63,197,276,1,124,11
GH109,954,1202,1064,207,216,418,259,1184,299,778,429,491,319,277,329,917,724,826,658,372,1542,1200,1079,145,144,340,714,1156,1851,121,1818,953,3468,1641,189,3405,1209
GH11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
GH110,14,18,4,0,2,10,0,5,0,0,0,1,0,0,0,26,10,32,5,9,7,6,30,0,2,0,4,0,39,11,24,5,24,31,0,48,10
GH111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,11,0,0,0,0,0,0,0,11,0,2,0,0,4,0
GH112,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,22,0,0,0,0,0,0,0,2,1,1,9,1,3,6,0,4,1
GH113,213,265,262,56,70,72,102,61,33,37,14,44,18,23,17,69,47,96,31,38,116,109,66,35,7,75,76,44,156,16,104,35,190,93,59,145,43
GH114,111,107,103,21,10,25,10,21,6,18,27,15,23,33,26,65,67,72,55,44,134,117,224,17,13,13,22,25,34,0,98,37,146,61,19,147,42
GH115,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,12,3,13,0,5,5,3,4,0,0,0,1,2,8,3,16,2,15,7,0,15,3
GH116,50,55,42,8,9,18,3,80,11,56,25,22,19,17,18,50,49,39,45,4,157,113,154,1,5,9,43,55,136,7,150,65,296,130,2,356,106
GH117,74,46,22,7,7,18,0,39,13,21,8,19,7,5,7,167,109,101,50,17,29,20,32,1,1,2,33,70,310,10,56,18,110,48,0,190,84
GH119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1
GH12,2,2,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,1,1,1,9,4,2,0,0,0,2,6,1,0,3,0,1,0,0,4,3
GH120,36,34,11,3,2,8,1,41,11,19,12,17,9,4,4,69,42,57,26,17,9,9,40,1,1,1,20,46,79,7,83,14,97,62,0,165,58
GH121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH123,9,8,5,1,2,4,0,27,0,12,5,2,3,5,1,33,21,20,21,9,74,54,21,0,6,0,12,19,35,0,55,40,111,38,0,65,20
GH125,9,4,0,0,0,2,0,5,1,3,1,5,1,1,0,14,5,3,4,6,2,4,6,0,8,0,3,7,12,3,1,2,8,1,0,10,1
GH126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0
GH127,31,28,15,4,3,6,2,108,6,52,28,15,29,17,27,83,63,78,77,28,123,89,125,1,15,6,46,97,217,8,237,70,440,210,3,452,138
GH128,17,26,14,6,7,8,2,2,2,2,0,0,1,0,1,16,4,17,4,3,4,2,7,2,1,4,2,5,17,12,15,6,18,11,0,30,8
GH129,0,1,4,0,0,0,1,35,0,13,1,3,3,2,1,1,2,1,3,4,31,26,19,0,0,0,13,30,11,0,22,15,62,32,0,54,25
GH13,55,33,23,3,7,12,4,26,2,13,20,8,14,12,17,69,59,59,43,57,164,128,301,0,59,0,14,32,148,41,53,16,67,37,7,163,72
GH130,583,570,437,173,223,309,141,660,186,501,357,338,326,315,318,314,343,259,321,147,887,773,806,115,248,167,399,619,671,83,960,564,1615,1013,173,1616,729
GH133,42,45,25,4,6,12,24,112,14,88,53,34,46,51,42,68,81,41,77,33,209,203,267,5,35,11,35,83,150,33,114,62,232,115,3,387,168
GH135,3,3,12,1,3,0,1,5,1,0,0,1,0,0,0,1,1,0,3,2,8,6,13,0,2,6,0,3,5,2,1,1,14,4,0,6,1
GH136,28,25,24,1,4,11,1,50,1,7,3,4,0,0,0,25,11,18,12,7,38,30,65,0,2,2,41,54,66,12,108,8,126,65,2,134,43
GH137,14,13,4,1,5,6,0,7,1,7,4,4,4,2,3,22,21,28,9,4,22,12,32,0,1,2,5,14,50,0,22,8,51,18,1,79,35
GH138,1,2,0,0,0,2,0,11,0,2,0,0,0,0,0,58,16,6,3,5,6,2,16,0,0,0,8,14,56,1,48,9,49,21,1,34,12
GH139,3,2,0,0,0,2,0,3,0,2,1,0,0,1,0,39,15,17,9,1,15,6,12,0,2,0,3,11,27,2,52,14,76,35,0,51,9
GH13_1,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,4,4,0,7,2,12,0,4,0,1,0,4,0,0,1,3,1,0,1,1
GH13_10,34,52,40,12,14,19,19,20,5,8,11,7,14,16,13,53,37,53,34,55,36,35,104,10,21,23,15,13,88,18,52,8,41,10,8,61,31
GH13_11,342,273,150,56,104,144,36,55,10,28,40,20,20,17,13,77,112,155,102,197,73,53,113,10,22,33,26,22,412,116,113,22,119,74,23,162,74
GH13_12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0
GH13_13,40,22,9,13,1,2,0,12,4,10,19,10,9,8,5,1,11,13,7,10,6,5,9,0,2,0,0,2,90,23,3,0,0,0,0,32,9
GH13_14,45,37,25,5,4,14,1,16,7,11,7,9,5,6,4,31,23,33,17,53,37,33,120,3,73,1,4,10,47,6,15,6,7,3,3,51,26
GH13_15,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0
GH13_16,33,50,29,17,21,29,12,8,1,16,16,10,16,16,10,23,18,13,19,27,42,34,70,4,6,16,17,12,100,10,32,10,39,19,1,74,25
GH13_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH13_18,148,141,47,44,48,78,7,62,17,61,49,47,44,45,46,108,113,121,94,68,150,126,234,3,78,15,47,56,415,93,53,44,145,69,3,316,145
GH13_19,35,16,10,8,7,13,0,2,0,2,1,4,0,1,0,53,28,42,5,27,4,1,23,0,4,1,1,1,24,6,2,0,2,0,2,12,4
GH13_2,32,22,9,3,4,6,0,3,0,2,1,0,1,1,3,8,9,10,5,3,10,6,27,0,1,2,5,3,40,18,5,1,3,1,0,11,13
GH13_20,69,40,35,10,11,13,4,24,8,45,50,24,44,50,42,64,60,57,50,93,136,143,199,3,63,11,32,36,124,25,31,14,49,19,1,209,75
GH13_21,1,0,2,1,0,1,1,0,0,0,2,0,2,0,2,3,2,9,8,23,3,3,4,0,0,0,0,3,1,0,1,0,0,0,0,2,2
GH13_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH13_23,62,76,68,26,35,39,17,23,9,40,36,36,30,31,31,54,53,80,22,84,50,43,50,3,36,15,21,25,101,34,51,11,64,31,8,127,48
GH13_24,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH13_26,19,29,23,10,10,13,12,11,1,1,2,6,4,4,4,0,2,0,7,29,4,5,2,7,5,22,6,5,24,10,39,9,39,10,5,13,1
GH13_27,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0
GH13_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH13_29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,1,4,1,4,0,0,0,0,0,5,0,0,0,0,0,0
GH13_3,95,77,57,30,34,50,12,41,8,15,9,19,15,20,12,61,52,68,69,56,61,50,112,9,32,22,16,21,148,27,22,11,37,18,5,125,67
GH13_30,10,13,7,0,11,6,1,0,1,0,0,0,0,0,0,9,4,28,3,55,0,0,0,0,0,1,1,0,7,3,1,0,1,1,0,1,0
GH13_31,12,9,3,4,2,2,0,0,0,1,3,3,4,6,3,25,14,17,2,79,3,5,25,1,47,1,0,1,11,6,10,5,11,14,0,10,9
GH13_32,21,9,1,0,3,6,1,3,1,2,0,2,0,0,0,1,2,3,2,6,1,0,7,0,2,1,0,0,15,7,2,0,0,1,0,2,4
GH13_33,17,21,12,4,6,9,0,10,1,2,0,1,1,0,2,0,3,1,2,7,2,1,3,2,0,2,17,3,1,0,14,5,29,7,1,8,1
GH13_36,46,25,14,8,6,9,1,12,6,15,22,17,24,18,17,25,38,31,29,13,39,26,93,3,37,2,7,13,81,14,11,6,29,13,0,94,31
GH13_37,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,20,0,0,0,1,0,1,1,0,0,2,2,0,1,0
GH13_38,82,46,9,3,19,30,0,3,1,3,0,4,1,1,2,68,46,101,12,20,10,10,35,1,13,0,1,3,70,29,2,1,3,5,0,28,17
GH13_39,2,0,1,0,0,0,0,0,0,7,15,0,7,9,10,6,2,2,1,51,5,5,12,0,3,0,0,1,1,0,3,0,4,3,0,6,2
GH13_4,30,25,5,1,9,15,0,6,1,6,9,4,2,0,1,31,44,49,20,62,3,4,10,0,5,0,0,2,197,48,4,0,6,3,0,17,11
GH13_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GH13_41,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,10,4,2,2,1,2,2,0,6,0,1,1,28,1,0,0,0,0,0,1,1
GH13_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GH13_5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0,8,25,4,2,10,1,1,1,0,2,35,14,1,0,1,1,0,5,0
GH13_6,1,4,1,1,0,0,0,1,0,0,1,1,2,1,2,0,0,0,2,0,3,1,3,0,3,1,1,1,7,2,2,1,1,1,0,6,2
GH13_7,6,5,2,0,0,1,0,3,1,0,1,4,0,0,0,3,4,8,3,6,7,6,27,0,4,0,1,6,9,1,1,1,7,13,0,16,1
GH13_8,33,39,10,3,7,19,0,48,5,11,10,18,25,16,14,63,54,63,39,9,50,37,158,1,21,0,4,14,131,26,13,5,35,15,0,115,70
GH13_9,492,462,267,122,155,220,64,135,43,40,34,73,25,22,17,147,147,212,99,255,108,79,177,29,60,84,55,49,502,150,96,30,135,77,27,213,83
