TAX_ID,ART45,ART46,ART47,ART48,ART49,ART50,CIGOMA4,CIGOMD18,DELGOM54,DELGOM55,DELGOM56,DELGOM57,DELGOM58,DELGOM59,DELGOM60,DSANT06,DSANT08,DSANT09,DSANT11,DSANT95,GBGOC44,GBGOC45,GBGOC47,GYRPAC92,HRSPAC47,KJGOM4,KJGOM5,KJGOM6,KOR52,KOR58,LOKART30,LOKART60,LOKART62,LOKART95,MARPAC23,SMMPAC33,SMMPAC46
TAX_ID_1004930,0.002043,0.000818,0.000193,0.000241,0.003048,0.0087,0.000093,0,0,0,0,0,0,0,0,0.023314,0.000773,0.004446,0.00043,0.000198,0.000499,0.002414,0.00022,0,0,0,0,0,0.000094,0.001225,0.00044,0.000721,0,0,0,0.000345,0.00113
TAX_ID_10191,0,0,0,0,0.000254,0,0,0.000513,0,0,0,0,0,0,0,0,0,0.000278,0,0,0,0,0,0,0,0,0,0,0.000094,0.000111,0,0,0.000249,0,0,0,0
TAX_ID_10206,0.000102,0.000245,0,0,0,0,0.000093,0,0,0,0,0,0,0,0,0.000432,0.000258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_10220,0,0.000164,0.000097,0,0.000254,0.000207,0.000093,0.000256,0,0,0,0.000871,0.00236,0,0,0,0,0.000278,0,0,0,0,0.00033,0,0,0,0.000282,0,0.000188,0.000223,0,0,0,0,0,0.000172,0.000188
TAX_ID_10233,0,0,0,0,0,0.000207,0,0,0,0,0,0,0,0,0,0,0.000258,0,0,0,0,0,0,0,0,0,0.000282,0,0,0,0,0,0,0,0,0.000345,0
TAX_ID_1035538,0,0,0.000193,0.000241,0.000254,0.000414,0.000093,0,0,0,0,0,0,0,0,0,0,0,0,0.000099,0.000666,0,0.00033,0,0,0,0,0,0.000188,0.000111,0.00022,0.002164,0,0,0.000958,0.000172,0
TAX_ID_1042312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1051663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1055546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1075807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1077257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_113507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_113508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_113509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_113510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_113511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_115361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_115366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_115371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_117565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_117569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_117743,0.048014,0.023962,0.020576,0.026232,0.029719,0.036459,0.000559,0.006152,0.00127,0.013657,0.004192,0.005227,0.007081,0.006347,0.002469,0.60488,0.15826,0.380161,0.031178,0.090995,0.021974,0.021722,0.122424,0.003062,0.084972,0.001115,0.005638,0.011209,0.016628,0.01804,0.006377,0.012263,0.021416,0.013031,0.013891,0.046191,0.026356
TAX_ID_117747,0.000102,0.000327,0.000097,0.000241,0.000254,0,0.000093,0,0,0,0,0,0,0,0,0.000432,0.000258,0,0,0,0,0,0.00022,0,0.008981,0,0,0,0,0,0.00022,0,0,0,0,0,0.000188
TAX_ID_118001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_118072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_119088,0.000102,0,0,0,0,0,0.000186,0.000256,0,0,0,0,0,0,0,0,0.000258,0.000278,0,0,0,0.000483,0,0,0,0,0,0,0.000094,0.000111,0,0.000721,0,0,0,0,0
TAX_ID_119089,0.014915,0.013085,0.00966,0.01083,0.011176,0.013465,0.002051,0.015379,0.005079,0.008691,0.008383,0.004356,0.009441,0.008885,0.008643,0.037994,0.023713,0.028345,0.008171,0.002668,0.026135,0.037652,0.255837,0.003062,0.062175,0.00669,0.006484,0.01978,0.008737,0.024944,0.153485,0.024526,0.057275,0.043626,0.008143,0.043088,0.018638
TAX_ID_1217819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1236,48.947931,40.959181,32.238451,37.393479,36.811959,41.964432,11.025687,24.407655,16.497594,18.527071,21.083296,18.428985,21.500643,22.3823,20.781835,39.745527,47.239477,39.785687,34.87661,38.941061,35.297369,31.980286,55.587755,17.328516,30.359302,18.351271,17.826031,21.49879,37.342953,33.074952,23.356796,26.338645,29.043432,26.342478,23.694017,24.399219,28.93149
TAX_ID_1242998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1249559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_127916,0.000102,0,0.000097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1280412,0.000102,0,0.000193,0,0,0.000621,0.000093,0.000513,0,0,0.001048,0,0,0.002539,0,0.001727,0,0.001112,0.000215,0,0.000166,0.000241,0.00011,0,0.001382,0,0,0.000659,0.000094,0,0.00022,0,0,0,0,0.000345,0.001318
TAX_ID_1293498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1293512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_131209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_131213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_131220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1313207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1313211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172,0
TAX_ID_1315720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1338366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_134549,0,0,0,0,0,0,0,0.000256,0.00127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1382928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1399768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1399769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1399770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1401294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_140493,0,0.000082,0.00029,0.000241,0.000254,0,0,0.000256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111,0.00022,0,0,0,0,0,0
TAX_ID_1421718,0,0.000082,0.000097,0.000241,0,0.000414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241,0,0,0,0,0.000564,0,0.000188,0,0,0,0,0,0,0.000172,0
TAX_ID_142796,0,0,0.000097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258,0,0,0,0,0,0.00011,0,0,0,0,0,0.000282,0,0,0,0.000249,0,0,0.000345,0.000188
TAX_ID_147100,0.001328,0.000327,0,0,0,0,0.000093,0.000256,0,0,0,0,0,0,0.001235,0.002159,0.000258,0,0.000215,0.000198,0.000166,0.000241,0.001319,0,0,0,0,0,0,0.00245,0.00022,0.000721,0.000249,0,0.001916,0.005688,0.000377
TAX_ID_147539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345,0
TAX_ID_147541,0.032588,0.033939,0.0341,0.037302,0.033783,0.030451,0.023961,0.046906,0.031741,0.080698,0.058681,0.042686,0.077888,0.062198,0.071615,0.056991,0.040467,0.038627,0.080848,0.013338,0.036123,0.034514,0.123962,0.016329,0.02487,0.043111,0.038905,0.062636,0.025364,0.03697,0.059811,0.09089,0.07396,0.071387,0.075202,0.061358,0.060432
TAX_ID_147545,0.046379,0.052503,0.049267,0.042597,0.048769,0.050338,0.027877,0.074075,0.048246,0.096838,0.071256,0.078403,0.080248,0.081238,0.097544,0.120458,0.067789,0.062526,0.070742,0.026281,0.075576,0.111748,0.082971,0.028576,0.068392,0.038651,0.047645,0.130547,0.044434,0.045433,0.14381,0.132007,0.129989,0.128044,0.048858,0.11203,0.089988
TAX_ID_147547,0.000204,0.000491,0.000193,0.000241,0.000254,0.000414,0.000093,0,0,0,0,0.000871,0,0,0,0.000432,0,0.000278,0.000645,0,0.000166,0,0.00011,0.002041,0.000691,0.000186,0.000564,0,0.000282,0.000779,0,0,0.000249,0,0.000479,0.000517,0.000188
TAX_ID_147548,0.004801,0.004825,0.004733,0.005776,0.00508,0.006007,0.001958,0.006664,0.003809,0.01614,0.035628,0.003485,0.012981,0.033003,0.007408,0.009498,0.006444,0.003613,0.003225,0.002569,0.012485,0.01786,0.01099,0.002041,0.003454,0.005389,0.004229,0.011209,0.006388,0.003786,0.018031,0.004328,0.016933,0.024929,0.007664,0.008445,0.00753
TAX_ID_147549,0.000102,0.000082,0.00029,0,0,0.000207,0.000093,0.000256,0,0,0,0,0.00236,0,0,0,0,0,0,0,0,0,0.000549,0,0,0,0.000282,0,0.000094,0.000334,0,0,0.000498,0,0,0.000172,0
TAX_ID_147550,0.130353,0.135509,0.155335,0.154262,0.143006,0.138793,0.127172,0.278359,0.251387,0.294238,0.309124,0.20646,0.298571,0.332567,0.332144,0.228395,0.136093,0.147284,0.168791,0.094552,0.190272,0.192603,0.107478,0.12145,0.187906,0.160179,0.149701,0.294721,0.146737,0.162022,0.237484,0.309459,0.234081,0.267986,0.140825,0.283866,0.211981
TAX_ID_147553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_147554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111,0.00066,0,0,0,0,0,0
TAX_ID_147555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_147556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1485085,0,0.000082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1495646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1497346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1498967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1521260,0.000204,0.000082,0.000097,0.000241,0,0,0.000093,0.000769,0,0,0,0.000871,0.00118,0,0.001235,0.00259,0.000258,0.001389,0,0,0,0,0.00011,0,0,0,0,0,0.000094,0.000223,0,0,0.000249,0,0,0.000172,0.000188
TAX_ID_1524962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1538065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1538075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1553900,0.003473,0.002126,0.001642,0.002407,0.002286,0.002693,0.000186,0.001538,0.002539,0.001242,0.001048,0,0.00118,0,0,0.008635,0.004124,0.003613,0.003225,0.001778,0.002164,0.004103,0.012198,0.001021,0.003454,0.001672,0.000846,0.008571,0.002724,0.002004,0.00022,0.000721,0.000249,0.002266,0.000479,0.003619,0.002447
TAX_ID_155616,0.006129,0.005725,0.005796,0.005054,0.008128,0.006007,0.002144,0.018967,0.008887,0.021106,0.003144,0.004356,0.005901,0.003808,0.007408,0.010362,0.004124,0.004446,0.00387,0.004446,0.003995,0.001931,0.003187,0.001021,0.006908,0.002973,0.005638,0.030329,0.004603,0.006013,0.007916,0.016591,0.033369,0.032861,0.005748,0.009307,0.012802
TAX_ID_155619,0.024109,0.019791,0.019127,0.025269,0.01778,0.019472,0.012866,0.044086,0.016505,0.108011,0.066016,0.02265,0.09205,0.045696,0.058033,0.037562,0.029126,0.024455,0.038489,0.005335,0.042449,0.040065,0.032419,0.019391,0.052503,0.01245,0.021144,0.038901,0.015219,0.024498,0.033204,0.054823,0.031128,0.032294,0.01916,0.058083,0.097707
TAX_ID_1562566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_157124,0,0.000082,0,0,0,0.000207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_162480,0,0.000082,0,0,0,0,0,0,0.00127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372,0,0,0,0.000111,0,0,0.000747,0,0,0.000345,0
TAX_ID_162481,0.000102,0.000409,0.000097,0.000722,0,0,0.000559,0.001025,0.00127,0.002483,0,0.001742,0.00118,0.006347,0,0,0,0.000278,0,0,0.005826,0.005793,0.000659,0.001021,0,0.000186,0.001128,0.000659,0.000564,0.000445,0.00022,0.001443,0.000498,0.0017,0,0.001206,0.001694
TAX_ID_162484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172,0
TAX_ID_1643678,0.000204,0.000082,0.000097,0,0,0,0.000093,0.000513,0,0,0,0,0,0,0,0,0,0,0,0.000099,0.004162,0.00362,0.00011,0.002041,0,0.000186,0.002819,0.000659,0.000094,0,0.00066,0,0.000249,0,0.000479,0.000172,0
TAX_ID_1659748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1663419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_166384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1676648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1684132,0.000102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0,0.000186,0,0,0,0,0,0,0,0,0,0.001034,0.000188
TAX_ID_1708517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_171536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1737404,0.001635,0.001227,0.000483,0.000722,0.001016,0.001243,0.000093,0.001794,0.00127,0.002483,0.009431,0.001742,0.005901,0.002539,0.002469,0.002159,0.001804,0.001389,0.000645,0.001581,0.007657,0.012068,0.016265,0,0.009672,0,0.000282,0.003297,0.001597,0.001893,0.004178,0.014427,0.003735,0.003399,0,0.006894,0.004142
TAX_ID_1760,18.69124,23.524014,28.502096,25.136032,26.187356,22.565797,34.961993,38.038006,41.257951,42.340497,43.153692,39.447871,38.431854,38.589254,39.75972,22.7562,20.99518,24.908295,31.104283,30.627825,24.010394,23.877207,11.264965,24.109284,14.11577,33.488185,35.598496,36.298123,28.861145,27.610417,30.32344,29.439006,29.08203,27.320937,26.202999,33.646844,29.943014
TAX_ID_178078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1798830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1801911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1807140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1813735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_183924,0.004291,0.003353,0.006859,0.008664,0.004572,0.003936,0.002797,0.034603,0.013966,0.108011,0.125745,0.023521,0.201801,0.19294,0.251886,0.012089,0.014176,0.005836,0.008171,0.002174,2.075846,1.018044,0.027364,0.007144,0.046977,0.004646,0.012405,0.095603,0.007515,0.006013,0.055853,0.088005,0.088901,0.043059,0.010538,0.049465,0.059867
TAX_ID_183925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_183939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_183963,0.42048,0.500984,0.582604,0.529207,0.51919,0.455322,0.636142,1.189304,1.06776,1.505953,1.720615,1.130741,2.275275,1.806273,2.323772,0.480537,0.45055,0.402114,0.666565,0.290077,2.539956,3.178189,0.462881,0.426605,1.982688,0.681039,0.833084,1.221739,0.530489,0.54809,0.73818,1.028645,0.726895,0.732003,0.549887,1.347804,2.173467
TAX_ID_183967,0.010522,0.00687,0.012462,0.009386,0.006604,0.008286,0.005501,0.069718,0.022853,0.146498,0.080687,0.03833,0.090869,0.081238,0.092605,0.004317,0.016238,0.004446,0.021502,0.000889,0.047776,0.065408,0.018353,0.007144,0.062175,0.00799,0.023964,0.067911,0.00573,0.007015,0.009675,0.033903,0.013447,0.01813,0.005269,0.047052,0.042923
TAX_ID_183968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_183980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_183988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1853221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1853222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1853228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1860136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_186623,0.00378,0.004416,0.003864,0.006498,0.005588,0.005593,0.002424,0.003332,0.002539,0.002483,0.002096,0.001742,0.00236,0.001269,0.001235,0.007771,0.001804,0.001112,0.001505,0.000988,0.004495,0.004827,0.003077,0.003062,0.002072,0.00446,0.004793,0.010549,0.004603,0.002561,0.006157,0.008656,0.007471,0.013598,0.002395,0.009135,0.008283
TAX_ID_186770,0.000306,0.000082,0.000193,0.000241,0,0,0.000186,0.001025,0,0,0,0,0,0,0,0,0,0,0.000215,0,0.001831,0.001448,0.003297,0,0,0,0,0,0,0.000111,0,0,0.029634,0,0.000479,0.001551,0.000188
TAX_ID_186771,0.003678,0.003271,0.003188,0.003851,0.002794,0.004143,0.000653,0.002051,0.002539,0.001242,0.022005,0.000871,0.010621,0.030464,0.008643,0.003886,0.002835,0.00528,0.001075,0.000494,0.009489,0.012551,0.097477,0,0.009672,0.001301,0.00141,0.000659,0.001503,0.003341,0.005497,0.01082,0.004482,0.005666,0.002395,0.006205,0.004142
TAX_ID_186801,0.186642,0.140743,0.143067,0.156428,0.129798,0.147079,0.06657,0.642327,0.363115,1.004383,0.877073,0.474772,1.208445,1.117021,1.082863,0.990001,0.497461,0.342367,0.346614,0.188313,1.740747,2.34237,1.803827,0.10512,2.587857,0.132491,0.345075,0.963282,0.227339,0.201998,1.485596,2.38334,2.602031,2.408471,0.168607,1.251114,1.497612
TAX_ID_1871466,0,0,0.000097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0
TAX_ID_187857,0.004393,0.004498,0.007342,0.005054,0.005334,0.004557,0.004569,0.012047,0.015236,0.013657,0.015718,0.011325,0.021242,0.029195,0.020991,0.014248,0.006444,0.003613,0.006236,0.000988,0.268678,0.181259,0.012308,0.007144,0.050431,0.007619,0.012405,0.025714,0.005543,0.005345,0.011215,0.017312,0.009961,0.020396,0.00479,0.014133,0.012237
TAX_ID_188708,0.01042,0.01104,0.016229,0.015883,0.011684,0.014708,0.004941,0.029476,0.015236,0.031038,0.01991,0.02265,0.028323,0.013963,0.027164,0.057854,0.030157,0.025844,0.027308,0.004545,0.109369,0.13154,0.109456,0.011226,0.059412,0.01691,0.017197,0.050109,0.009394,0.009131,0.088177,0.129843,0.114799,0.045892,0.010538,0.071182,0.068715
TAX_ID_188787,0.040557,0.046533,0.062694,0.053185,0.047753,0.046195,0.061908,0.121237,0.126963,0.176295,0.25673,0.113248,0.254906,0.246252,0.239539,0.053969,0.058252,0.049187,0.082998,0.038236,0.18328,0.171605,0.047145,0.081647,0.035923,0.073028,0.094726,0.14769,0.06698,0.07394,0.171077,0.155812,0.144682,0.098582,0.068496,0.112892,0.095825
TAX_ID_189477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_189478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_189775,0.001226,0.002535,0.004347,0.001925,0.002794,0.001657,0.004009,0.035372,0.015236,0.044694,0.024101,0.014809,0.021242,0.017771,0.02346,0.00259,0.005928,0.003891,0.009031,0.000198,0.027467,0.026549,0.004506,0.008165,0.004145,0.004088,0.021708,0.051428,0.004697,0.003341,0.047057,0.177452,0.063999,0.063455,0.007185,0.027232,0.02598
TAX_ID_190566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_191410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1919246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1921781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_1927913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAX_ID_193537,0.000204,0,0.020286,0.00746,0,0.000207,0.000093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241,0,0.006124,0,0.001301,0.000282,0,0,0,0.017152,0.002885,0.006724,0.005099,0,0,0
