CAZyme,3300005260_8,3300005440_11,3300005615_12,3300009700_19,3300009839_23,3300010042_15,3300010399_32,3300010403_20,3300011227_1,3300011244_1,3300011998_6,3300012005_13,3300012794_4,3300012804_4,3300012804_5,3300012808_7,3300012808_9,3300012811_3,3300012816_12,3300012816_3,3300012821_6,3300012822_5,3300012830_5,3300012833_6,3300012840_7,3300012840_9,3300012842_12,3300012842_15,3300012842_2,3300012842_9,3300012853_11,3300012856_13,3300012856_7,3300012859_10,3300012859_13,3300012859_9,3300012860_3,3300012860_5,3300012862_10,3300012862_12,3300012862_13,3300012864_9,3300012865_16,3300012865_7,3300012878_4,3300012879_7,3300012879_8,3300012921_17,3300012921_25,3300012921_26,3300012921_27,3300012921_28,3300012921_30,3300012921_36,3300012921_39,3300012921_94,3300012940_19,3300012940_60,3300012942_71,3300012943_42,3300012989_14,3300014056_2,3300014493_13,3300015024_21,3300015024_23,3300015069_5,3300015158_3,3300015161_7,3300015198_17,3300015202_19,3300015204_19,3300015204_25,3300015204_9,3300016445_6,3300017426_21,3300017448_23,3300017655_16,3300018910_10,3300018946_6,3300023059_6,3300025479_5,3300025481_15,3300025504_3,3300025574_7,3300025581_11,3300025582_9,3300025588_3,3300025634_5,3300025650_10,3300025721_9,3300025725_15,3300025817_6,3300025854_3,3300025862_23,3300025862_24,3300025921_36,3300026007_8,3300026049_1,3300026120_5,3300026217_2,3300026271_3,3300026294_4,3300026817_1,3300026823_1,3300026845_1,3300026847_1,3300026859_1,3300026895_1,3300026909_1,3300026931_2,3300026932_1,3300026934_2,3300026947_2,3300026953_1,3300026959_1,3300026988_3,3300027019_5,3300027090_1,3300027330_4,3300027393_1,3300027459_1,3300027546_1,3300027547_1,3300027570_12,3300027625_13,3300027680_6,3300027696_13,3300027703_6,3300027706_13,3300027706_16,3300027706_22,3300027706_23,3300027706_32,3300027706_33,3300027706_42,3300027738_4,3300027773_32,3300027773_47,3300027826_14,3300027826_19,3300027853_8,3300027857_18,3300027857_21,3300027869_16,3300027905_49,3300027939_1,3300027940_1,3300027965_24,3300027965_34,3300027965_37,3300027965_43,3300027968_22,3300027968_28,3300027968_33,3300027968_34,3300027968_52,3300028590_18,2189573022_8,3300000366_15,3300000366_16,3300000367_11,3300000367_14,3300000367_15,3300000564_1,3300001422_3,3300002989_10,3300005238_4,3300005260_7,3300005466_12,3300005529_68,3300005529_93,3300005699_1,3300006879_22,3300006879_24,3300006879_35,3300006879_36,3300006879_41,3300006879_43,3300009095_124,3300009095_63,3300009095_68,3300009095_80,3300009095_83,3300009824_17,3300010048_25,3300010373_21,3300010373_53,3300010396_63,3300011199_1,3300011969_2,3300011987_6,3300011987_7,3300011997_5,3300012001_4,3300012001_5,3300012001_6,3300012001_8,3300012003_11,3300012003_13,3300012003_16,3300012003_5,3300012005_11,3300012005_15,3300012005_17,3300012005_6,3300012790_1,3300012791_1,3300012794_1,3300012794_5,3300012796_1,3300012796_5,3300012799_1,3300012799_2,3300012799_6,3300012801_1,3300012801_2,3300012801_4,3300012804_1,3300012804_3,3300012804_6,3300012804_7,3300012808_5,3300012811_2,3300012811_7,3300012816_2,3300012816_4,3300012816_8,3300012821_3,3300012821_4,3300012822_2,3300012822_3,3300012826_2,3300012826_4,3300012826_8,3300012827_5,3300012830_4,3300012830_8,3300012833_3,3300012833_4,3300012833_5,3300012838_5,3300012838_6,3300012838_9,3300012840_3,3300012842_3,3300012842_7,3300012843_5,3300012843_6,3300012844_10,3300012844_4,3300012844_6,3300012853_5,3300012853_6,3300012856_10,3300012856_11,3300012856_6,3300012859_3,3300012859_4,3300012859_7,3300012860_6,3300012862_2,3300012863_5,3300012864_11,3300012864_8,3300012865_12,3300012865_6,3300012878_5,3300012878_9,3300012879_5,3300012879_9,3300012921_15,3300012921_20,3300012921_22,3300012921_37,3300012940_34,3300012940_39,3300012940_61,3300012943_23,3300012943_29,3300012943_32,3300012943_33,3300013427_3,3300014498_9,3300015024_18,3300015191_4,3300015196_15,3300015196_16,3300015198_15,3300015198_16,3300015204_15,3300015204_17,3300015204_21,3300016422_6,3300016445_5,3300017540_12,3300017540_13,3300017548_12,3300017548_8,3300017560_7,3300017646_13,3300017646_8,3300017647_7,3300017648_12,3300017649_13,3300017649_15,3300017650_6,3300017652_12,3300017652_9,3300020131_5,3300020147_5,3300020154_4,3300020154_7,3300020215_10,3300020215_14,3300020215_9,3300020591_8,3300020592_6,3300020592_7,3300020593_5,3300021057_4,3300021066_4,3300021444_7,3300021478_13,3300023065_5,3300024305_1,3300025481_14,3300025551_1,3300025553_15,3300025554_3,3300025562_6,3300025569_3,3300025593_5,3300025615_13,3300025619_18,3300025634_7,3300025679_18,3300025703_9,3300025718_23,3300025721_7,3300025725_20,3300025793_3,3300025814_9,3300025823_12,3300025915_19,3300025929_16,3300025947_1,3300025976_1,3300026024_1,3300026026_3,3300026126_4,3300026156_6,3300026157_10,3300026164_7,3300026167_14,3300026173_7,3300026184_10,3300026184_12,3300026184_14,3300026196_15,3300026196_20,3300026221_3,3300026222_3,3300026271_9,3300026272_1,3300026272_2,3300026272_3,3300026272_8,3300026274_3,3300026276_3,3300026843_1,3300026873_1,3300026886_1,3300026893_1,3300026893_2,3300026902_2,3300027091_1,3300027091_2,3300027568_8,3300027653_27,3300027653_29,3300027653_30,3300027653_31,3300027653_32,3300027653_47,3300027662_15,3300027678_7,3300027706_39,3300027706_41,3300027706_43,3300027711_16,3300027711_18,3300027711_19,3300027711_26,3300027711_27,3300027711_28,3300027711_29,3300027711_34,3300027711_38,3300027711_39,3300027711_42,3300027773_51,3300027826_24,3300027867_13,3300027895_15,3300027905_53,3300027942_1,3300027942_2,3300027942_3,3300027965_55,3300027965_56,3300027968_49,2189573022_6,3300005294_12,3300005337_12,3300005337_13,3300006879_33,3300009095_106,3300009095_78,3300009095_93,3300009789_16,3300010371_30,3300010371_34,3300010371_41,3300010371_44,3300010373_19,3300010373_44,3300010396_35,3300010399_12,3300010399_20,3300010401_24,3300010403_12,3300011969_1,3300011987_2,3300011987_3,3300011987_4,3300011997_13,3300012003_4,3300012003_8,3300012005_10,3300012005_7,3300012794_3,3300012796_2,3300012796_4,3300012799_3,3300012799_5,3300012801_3,3300012804_2,3300012808_3,3300012808_4,3300012808_6,3300012808_8,3300012811_1,3300012811_5,3300012811_8,3300012816_11,3300012816_1,3300012816_5,3300012816_7,3300012821_7,3300012821_8,3300012822_1,3300012822_4,3300012826_6,3300012826_7,3300012827_2,3300012827_3,3300012827_4,3300012830_2,3300012830_3,3300012830_6,3300012833_1,3300012838_1,3300012838_2,3300012838_3,3300012840_4,3300012840_8,3300012842_13,3300012842_1,3300012842_4,3300012842_6,3300012842_8,3300012843_2,3300012843_3,3300012843_4,3300012844_2,3300012844_5,3300012851_2,3300012851_4,3300012851_5,3300012853_1,3300012853_4,3300012853_7,3300012856_12,3300012859_14,3300012859_6,3300012860_7,3300012860_8,3300012862_15,3300012862_3,3300012862_4,3300012862_6,3300012862_9,3300012863_1,3300012864_1,3300012864_7,3300012865_10,3300012865_2,3300012865_8,3300012865_9,3300012879_10,3300012879_3,3300012879_4,3300012879_6,3300012880_4,3300012921_13,3300012921_14,3300012921_16,3300012921_32,3300012921_33,3300012921_34,3300012940_21,3300012940_23,3300012940_25,3300012940_27,3300012940_29,3300012940_31,3300012940_32,3300012940_35,3300012940_36,3300012940_37,3300012940_43,3300012940_44,3300012940_45,3300012940_56,3300012940_62,3300012940_66,3300012942_30,3300012942_39,3300012943_15,3300012943_24,3300012943_27,3300012943_34,3300012943_39,3300012985_9,3300012986_12,3300014492_11,3300014827_8,3300014838_16,3300015024_14,3300015024_24,3300015189_4,3300015196_11,3300015196_18,3300015198_12,3300015198_13,3300015198_21,3300015199_6,3300015202_21,3300015202_8,3300015203_6,3300015204_16,3300015206_10,3300016445_7,3300017540_10,3300017540_18,3300017544_7,3300017548_13,3300017548_7,3300017553_13,3300017553_9,3300017560_8,3300017560_9,3300017565_11,3300017565_12,3300017646_12,3300017646_16,3300017647_6,3300017649_10,3300017649_16,3300017650_5,3300017650_9,3300017652_11,3300017652_14,3300017652_8,3300017658_19,3300017658_22,3300017658_24,3300017658_25,3300018429_8,3300018839_4,3300018892_3,3300018915_2,3300018933_11,3300020131_6,3300020146_5,3300020156_7,3300020156_8,3300020202_4,3300020202_5,3300020580_5,3300020580_6,3300020591_6,3300020591_7,3300020594_13,3300020594_5,3300020594_9,3300020599_14,3300021057_3,3300021067_4,3300021168_6,3300021180_8,3300021402_5,3300021403_5,3300021407_5,3300021420_7,3300021433_6,3300021444_5,3300021444_6,3300021474_5,3300021478_8,3300022862_6,3300023055_12,3300023059_11,3300023065_8,3300023252_5,3300024222_3,3300025475_6,3300025481_6,3300025499_5,3300025550_2,3300025554_2,3300025562_4,3300025575_11,3300025575_12,3300025575_7,3300025575_9,3300025600_10,3300025600_11,3300025600_13,3300025600_8,3300025634_6,3300025692_5,3300025692_6,3300025703_6,3300025716_16,3300025716_18,3300025718_13,3300025725_17,3300025725_23,3300025725_30,3300025739_13,3300025739_15,3300025829_1,3300025846_9,3300025857_17,3300025864_8,3300025865_14,3300025888_48,3300025917_16,3300025921_21,3300025921_25,3300026026_1,3300026031_2,3300026120_3,3300026156_13,3300026167_13,3300026167_6,3300026167_9,3300026180_11,3300026185_11,3300026185_2,3300026185_9,3300026196_14,3300026197_8,3300026214_1,3300026251_11,3300026251_19,3300026251_21,3300026271_6,3300026294_6,3300026831_2,3300026881_1,3300026988_4,3300027043_7,3300027502_1,3300027653_23,3300027653_39,3300027653_8,3300027711_10,3300027711_17,3300027711_21,3300027711_23,3300027711_24,3300027867_11,DSANT06_maxbin.024,DSANT08_maxbin.032,DSANT09_maxbin.070,DSANT95_maxbin.011,DSANT95_maxbin.014,DSANT95_maxbin.038,KOR58_metabat2.14,LOKART62_maxbin.095,LOKART62_maxbin.166,LOKART62_maxbin.226,LOKART95_maxbin.092,SMMPAC33_metabat2.56,ART45_maxbin.009,ART45_maxbin.010,ART45_metabat2.83,ART46_maxbin.016,ART46_maxbin.023,ART46_maxbin.025,ART46_maxbin.029,ART46_maxbin.038,ART46_maxbin.051,ART46_maxbin.071,ART46_metabat2.52,ART47_maxbin.012,ART47_maxbin.017,ART47_maxbin.033,ART47_metabat2.6,ART48_maxbin.026,ART49_maxbin.008,ART49_maxbin.019,ART50_maxbin.006,ART50_maxbin.015,ART50_maxbin.018,ART50_maxbin.109,ART50_metabat2.39,CIGOMA4_maxbin.009,CIGOMD18_maxbin.003,CIGOMD18_maxbin.031,DELGOM57_maxbin.002,DSANT06_maxbin.020,DSANT06_maxbin.045,DSANT08_maxbin.007,DSANT08_maxbin.010,DSANT08_maxbin.017,DSANT09_maxbin.031,DSANT11_maxbin.012,DSANT11_maxbin.018,DSANT11_maxbin.030,DSANT95_maxbin.002,DSANT95_maxbin.006,DSANT95_maxbin.009,GBGOC44_maxbin.014,GBGOC45_maxbin.025,GBGOC47_maxbin.001,GBGOC47_maxbin.036,GBGOC47_maxbin.345,HRSPAC47_maxbin.084,HRSPAC47_metabat2.53,KJ5_maxbin.003,KJ5_maxbin.008,KOR52_maxbin.001,KOR52_maxbin.002,KOR52_maxbin.004,KOR52_maxbin.027,KOR52_maxbin.116,KOR52_metabat2.201,KOR58_maxbin.006,KOR58_maxbin.012,LOKART30_maxbin.040,LOKART60_maxbin.045,LOKART62_maxbin.021,MARPAC23_maxbin.015,MARPAC23_maxbin.030,MARPAC23_metabat2.46,MARPAC23_metabat2.56,SMMPAC46_maxbin.052,DSANT06_maxbin.002,DSANT06_maxbin.006,DSANT06_maxbin.016,DSANT08_maxbin.002,DSANT08_maxbin.008,DSANT08_maxbin.038,DSANT08_maxbin.067,DSANT11_maxbin.017,DSANT95_maxbin.007,DSANT95_maxbin.016,DSANT95_maxbin.024,DSANT95_maxbin.030,DSANT95_maxbin.044,DSANT95_maxbin.051,GBGOC44_maxbin.050,GBGOC44_maxbin.128,GBGOC44_maxbin.159,GBGOC44_maxbin.177,GBGOC44_metabat2.237,GBGOC45_maxbin.060,GBGOC45_metabat2.15,GBGOC45_metabat2.227,GBGOC47_maxbin.016,GBGOC47_maxbin.017,GBGOC47_maxbin.041,GBGOC47_maxbin.066,GBGOC47_maxbin.101,GBGOC47_maxbin.107,HRSPAC47_metabat2.19,KOR52_maxbin.020,LOKART30_maxbin.087,LOKART30_maxbin.109,LOKART30_metabat2.139,LOKART60_maxbin.064
AA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
